Position,Goals,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Appearances
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,2124,28.7,0.0,0.0,0.0,647.0,237.0,2.0,29.0,100.0,18.0,45.0,300.0,605.0,4,0,1,0.0,74
Defender,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,266.0,415.0,1.0,6.0,317.0,697.0,296.0,6.0,732.0,796.0,601.0,95.0,198.0,147.0,0.0,2.0,12,5463,31.76,18.0,428.0,19.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,144,1.0,172
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,98.0,111.0,2.0,1.0,86.0,186.0,105.0,2.0,377.0,411.0,285.0,68.0,144.0,104.0,0.0,1.0,2,2249,30.39,3.0,238.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,39,3.0,74
Defender,5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,154.0,202.0,1.0,13.0,166.0,691.0,412.0,3.0,472.0,861.0,442.0,34.0,540.0,233.0,0.0,1.0,3,3839,31.21,7.0,15.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,119,12.0,123
Defender,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,47.0,233.0,240.0,5.0,13.0,260.0,1082.0,652.0,9.0,911.0,986.0,624.0,35.0,609.0,399.0,4.0,5.0,4,6088,36.67,7.0,70.0,1.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,118,6.0,166
Defender,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,259.0,538.0,2.0,11.0,354.0,620.0,312.0,2.0,899.0,1142.0,892.0,63.0,324.0,230.0,1.0,4.0,11,6880,35.46,17.0,455.0,5.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,300,5.0,194
Defender,7,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,67.0,362.0,728.0,8.0,56.0,423.0,1081.0,382.0,10.0,1154.0,1395.0,990.0,104.0,302.0,284.0,4.0,3.0,5,9247,30.82,17.0,660.0,19.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,2,327,5.0,300
Defender,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,46.0,63.0,0.0,6.0,34.0,214.0,119.0,0.0,130.0,236.0,160.0,3.0,139.0,105.0,1.0,1.0,3,1038,29.66,4.0,2.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,28,1.0,35
Midfielder,8,3.0,3.0,2.0,0.0,0.0,137.0,42.0,2.0,6.0,0.0,0.0,466.0,0.0,43.0,400.0,477.0,207.0,0.0,1565.0,1312.0,1335.0,184.0,393.0,479.0,0.0,1.0,9,11059,41.89,11.0,151.0,34.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,211,13.0,264
Midfielder,7,2.0,0.0,5.0,0.0,0.0,114.0,37.0,8.0,1.0,0.0,0.0,93.0,0.0,32.0,91.0,90.0,33.0,0.0,386.0,313.0,369.0,63.0,93.0,115.0,0.0,0.0,17,1750,18.23,12.0,439.0,3.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,41,6.0,96
Midfielder,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,3.0,19.0,17.0,8.0,0.0,52.0,52.0,42.0,8.0,21.0,20.0,0.0,0.0,0,368,33.45,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,8,0.0,11
Midfielder,5,0.0,0.0,5.0,0.0,0.0,75.0,20.0,3.0,2.0,0.0,0.0,83.0,0.0,25.0,43.0,59.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1509,24.74,17.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,45,1.0,61
Midfielder,9,0.0,2.0,7.0,2.0,1.0,155.0,42.0,7.0,1.0,0.0,0.0,241.0,0.0,54.0,136.0,214.0,97.0,0.0,578.0,596.0,572.0,129.0,136.0,111.0,0.0,2.0,12,3280,23.1,23.0,724.0,12.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,117,13.0,142
Midfielder,9,0.0,9.0,0.0,0.0,1.0,137.0,34.0,1.0,5.0,0.0,0.0,336.0,0.0,48.0,321.0,241.0,62.0,0.0,1309.0,586.0,616.0,36.0,94.0,124.0,0.0,1.0,25,9880,44.5,39.0,657.0,22.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,195,2.0,222
Forward,36,14.0,14.0,8.0,1.0,0.0,172.0,81.0,7.0,36.0,0.0,0.0,28.0,0.0,22.0,7.0,62.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1535,14.62,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,84,117.0,105
Forward,38,5.0,29.0,4.0,5.0,0.0,276.0,104.0,6.0,28.0,0.0,0.0,103.0,0.0,53.0,33.0,111.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2475,15.97,11.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,2,269,92.0,155
Forward,41,8.0,25.0,7.0,2.0,0.0,378.0,140.0,10.0,35.0,0.0,0.0,154.0,0.0,87.0,82.0,113.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2835,15.93,14.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,156,99.0,178
Forward,6,0.0,5.0,1.0,0.0,0.0,37.0,20.0,1.0,10.0,0.0,0.0,10.0,0.0,5.0,5.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,359,6.3,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,10.0,57
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,2006,28.25,0.0,0.0,0.0,334.0,142.0,1.0,16.0,33.0,9.0,22.0,320.0,473.0,2,0,0,0.0,71
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,798,24.18,0.0,0.0,0.0,166.0,72.0,1.0,15.0,20.0,5.0,16.0,132.0,166.0,0,0,0,0.0,33
Defender,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,81.0,93.0,0.0,15.0,72.0,252.0,139.0,2.0,522.0,341.0,289.0,15.0,199.0,153.0,1.0,1.0,1,5738,71.72,5.0,18.0,14.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,73,3.0,80
Defender,20,4.0,2.0,14.0,0.0,0.0,0.0,0.0,11.0,0.0,52.0,132.0,288.0,0.0,63.0,215.0,369.0,184.0,1.0,831.0,800.0,639.0,90.0,286.0,213.0,0.0,1.0,12,6434,45.96,17.0,428.0,8.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,125,16.0,140
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,64.0,76.0,0.0,3.0,74.0,193.0,107.0,1.0,300.0,254.0,143.0,10.0,145.0,97.0,0.0,1.0,0,3213,54.46,2.0,0.0,3.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,35,1.0,59
Defender,5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0,164.0,160.0,5.0,13.0,225.0,653.0,352.0,1.0,574.0,681.0,328.0,50.0,413.0,163.0,1.0,2.0,4,5767,40.33,2.0,20.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,87,6.0,143
Defender,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,26.0,43.0,0.0,6.0,26.0,27.0,13.0,0.0,108.0,137.0,121.0,31.0,42.0,44.0,0.0,0.0,3,1104,42.46,6.0,120.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,24,1.0,26
Defender,8,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,276.0,722.0,2.0,29.0,475.0,788.0,416.0,5.0,1376.0,1400.0,977.0,69.0,475.0,375.0,3.0,0.0,31,15647,57.53,32.0,577.0,25.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,240,10.0,272
Defender,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,32.0,1.0,1.0,24.0,53.0,26.0,0.0,102.0,81.0,49.0,9.0,34.0,29.0,0.0,0.0,0,1193,70.18,0.0,4.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,8,1.0,17
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,36.0,43.0,0.0,6.0,28.0,31.0,17.0,0.0,104.0,122.0,74.0,27.0,25.0,21.0,0.0,0.0,1,1285,42.83,3.0,97.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,15,2.0,30
Defender,4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,117.0,157.0,1.0,10.0,117.0,261.0,148.0,1.0,529.0,637.0,542.0,111.0,261.0,189.0,0.0,1.0,9,4540,45.86,12.0,337.0,8.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,81,8.0,99
Midfielder,7,0.0,7.0,0.0,5.0,0.0,33.0,13.0,0.0,1.0,0.0,0.0,147.0,0.0,9.0,130.0,64.0,29.0,0.0,533.0,256.0,306.0,28.0,29.0,60.0,0.0,0.0,3,5482,78.31,12.0,12.0,50.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,63,0.0,70
Midfielder,10,0.0,6.0,4.0,0.0,0.0,120.0,29.0,0.0,7.0,0.0,0.0,540.0,0.0,46.0,420.0,184.0,77.0,0.0,1320.0,922.0,920.0,190.0,123.0,204.0,0.0,2.0,10,8952,53.93,15.0,86.0,28.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,218,7.0,166
Midfielder,25,2.0,16.0,7.0,2.0,2.0,411.0,119.0,10.0,25.0,0.0,0.0,172.0,0.0,145.0,76.0,108.0,85.0,0.0,755.0,973.0,1048.0,376.0,170.0,168.0,0.0,2.0,27,7686,38.05,32.0,322.0,59.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,155,19.0,202
Midfielder,9,2.0,6.0,1.0,0.0,0.0,78.0,19.0,1.0,6.0,0.0,0.0,54.0,0.0,27.0,44.0,41.0,27.0,0.0,266.0,355.0,337.0,131.0,65.0,93.0,0.0,0.0,6,1854,23.77,7.0,16.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,39,6.0,78
Midfielder,1,0.0,1.0,0.0,0.0,0.0,49.0,9.0,1.0,2.0,0.0,0.0,108.0,0.0,24.0,30.0,34.0,17.0,0.0,300.0,320.0,222.0,120.0,19.0,27.0,0.0,0.0,5,3398,53.09,4.0,16.0,19.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,40,0.0,64
Midfielder,7,0.0,7.0,0.0,0.0,1.0,80.0,29.0,3.0,9.0,0.0,0.0,43.0,0.0,28.0,18.0,19.0,7.0,0.0,151.0,136.0,211.0,44.0,10.0,48.0,0.0,0.0,5,1312,33.64,8.0,138.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,40,4.0,39
Midfielder,9,2.0,4.0,3.0,0.0,0.0,63.0,26.0,1.0,8.0,0.0,0.0,23.0,0.0,15.0,6.0,7.0,4.0,0.0,79.0,128.0,190.0,55.0,20.0,45.0,0.0,0.0,4,668,26.72,6.0,35.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,3.0,25
Midfielder,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,15.0,10.0,16.0,2.0,2.0,5.0,0.0,0.0,0,172,28.67,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0.0,6
Forward,20,3.0,16.0,0.0,0.0,0.0,133.0,56.0,3.0,26.0,0.0,0.0,18.0,0.0,26.0,8.0,39.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,721,10.6,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,35,35.0,68
Forward,86,31.0,8.0,47.0,2.0,0.0,548.0,212.0,19.0,82.0,0.0,0.0,145.0,0.0,104.0,64.0,178.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,4718,19.82,40.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2,223,120.0,238
Forward,1,0.0,1.0,0.0,0.0,0.0,29.0,8.0,1.0,2.0,0.0,0.0,18.0,0.0,14.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,641,18.31,8.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12,6.0,35
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1,4858,26.84,0.0,0.0,0.0,1618.0,617.0,3.0,72.0,274.0,96.0,122.0,683.0,1621.0,4,0,1,0.0,181
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,1428,25.05,0.0,0.0,0.0,357.0,182.0,0.0,37.0,29.0,18.0,14.0,263.0,478.0,3,0,1,0.0,57
Defender,4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,274.0,483.0,1.0,25.0,368.0,796.0,450.0,4.0,1013.0,1218.0,812.0,102.0,406.0,246.0,1.0,2.0,5,6449,32.08,9.0,407.0,3.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,202,4.0,201
Defender,20,0.0,4.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,277.0,350.0,3.0,51.0,326.0,439.0,170.0,5.0,1126.0,680.0,566.0,184.0,69.0,88.0,2.0,2.0,14,6833,35.77,25.0,388.0,14.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,94,27.0,191
Defender,12,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,58.0,338.0,447.0,17.0,26.0,443.0,2029.0,929.0,4.0,989.0,1442.0,817.0,25.0,823.0,473.0,0.0,7.0,7,8210,31.22,8.0,51.0,4.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,2,167,7.0,263
Defender,15,9.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,48.0,307.0,291.0,5.0,29.0,343.0,1536.0,661.0,6.0,785.0,1016.0,698.0,46.0,612.0,441.0,5.0,5.0,11,6399,28.19,11.0,24.0,4.0,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,145,10.0,227
Defender,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,32.0,162.0,144.0,5.0,4.0,200.0,697.0,440.0,3.0,847.0,534.0,348.0,49.0,298.0,223.0,0.0,3.0,2,5917,47.34,2.0,6.0,2.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,39,1.0,125
Defender,27,9.0,13.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,99.0,452.0,471.0,18.0,63.0,452.0,2849.0,1155.0,10.0,1441.0,1946.0,1036.0,70.0,1157.0,562.0,2.0,8.0,10,12718,34.01,8.0,23.0,6.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,3,266,3.0,374
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,180.0,335.0,1.0,8.0,153.0,641.0,312.0,1.0,509.0,646.0,518.0,32.0,240.0,192.0,2.0,6.0,5,3820,24.97,2.0,210.0,2.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,117,1.0,153
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,15.0,0.0,0.0,3.0,5.0,0.0,0.0,17.0,19.0,26.0,1.0,0.0,9.0,0.0,0.0,0,132,22.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0.0,6
Midfielder,27,0.0,27.0,0.0,21.0,3.0,144.0,55.0,5.0,4.0,0.0,0.0,264.0,0.0,41.0,227.0,202.0,91.0,0.0,736.0,597.0,597.0,56.0,167.0,137.0,0.0,4.0,4,5573,46.06,8.0,376.0,9.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,207,2.0,121
Midfielder,1,0.0,0.0,1.0,0.0,0.0,47.0,10.0,1.0,0.0,0.0,0.0,52.0,0.0,14.0,22.0,20.0,4.0,0.0,116.0,111.0,110.0,19.0,6.0,25.0,0.0,0.0,2,864,18.78,0.0,33.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,16,3.0,46
Midfielder,13,5.0,7.0,0.0,0.0,0.0,167.0,54.0,8.0,12.0,0.0,0.0,446.0,0.0,33.0,310.0,412.0,260.0,0.0,1035.0,1311.0,1091.0,125.0,547.0,431.0,0.0,1.0,10,5799,29.44,3.0,104.0,8.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,242,16.0,197
Midfielder,22,0.0,5.0,17.0,1.0,1.0,335.0,103.0,6.0,12.0,0.0,0.0,353.0,0.0,112.0,177.0,82.0,21.0,0.0,913.0,1025.0,1045.0,414.0,19.0,76.0,0.0,2.0,22,4717,22.36,40.0,923.0,12.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,78,22.0,211
Midfielder,11,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,153.0,278.0,0.0,43.0,177.0,217.0,117.0,0.0,585.0,773.0,757.0,173.0,211.0,261.0,1.0,1.0,8,3156,21.32,10.0,199.0,4.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,109,3.0,148
Midfielder,23,6.0,10.0,7.0,0.0,0.0,214.0,64.0,3.0,12.0,0.0,0.0,613.0,0.0,68.0,398.0,312.0,108.0,0.0,1448.0,1304.0,1452.0,155.0,314.0,385.0,0.0,0.0,18,10076,35.73,21.0,137.0,32.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0,370,13.0,282
Midfielder,13,0.0,10.0,3.0,0.0,0.0,178.0,47.0,4.0,8.0,0.0,0.0,674.0,0.0,65.0,421.0,366.0,124.0,0.0,1284.0,1190.0,1014.0,123.0,148.0,167.0,0.0,3.0,12,10840,42.02,8.0,188.0,23.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,1,309,2.0,258
Midfielder,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,29.0,31.0,14.0,0.0,70.0,45.0,33.0,11.0,7.0,8.0,0.0,0.0,0,484,16.69,0.0,8.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0.0,29
Forward,25,4.0,17.0,4.0,2.0,0.0,226.0,78.0,8.0,13.0,0.0,0.0,226.0,0.0,73.0,76.0,55.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2968,21.35,12.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2,222,44.0,139
Forward,39,1.0,31.0,7.0,1.0,0.0,336.0,119.0,7.0,32.0,0.0,0.0,294.0,0.0,106.0,123.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,4555,20.99,36.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1,287,79.0,217
Forward,72,26.0,37.0,9.0,10.0,1.0,544.0,208.0,14.0,82.0,0.0,0.0,80.0,0.0,117.0,26.0,214.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,5666,25.18,31.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,3,357,203.0,225
Forward,19,4.0,10.0,5.0,1.0,0.0,189.0,59.0,6.0,12.0,0.0,0.0,93.0,0.0,56.0,53.0,109.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2003,16.69,5.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,147,26.0,120
Forward,13,1.0,8.0,4.0,0.0,0.0,73.0,25.0,1.0,9.0,0.0,0.0,13.0,0.0,22.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,421,7.02,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,29.0,60
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,4553,30.97,0.0,0.0,0.0,1273.0,462.0,4.0,71.0,98.0,38.0,65.0,609.0,1232.0,3,0,3,0.0,147
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2,2290,33.19,0.0,0.0,0.0,746.0,191.0,3.0,43.0,49.0,9.0,34.0,200.0,527.0,2,0,0,0.0,69
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,75.0,113.0,0.0,3.0,81.0,274.0,140.0,1.0,285.0,319.0,227.0,27.0,124.0,120.0,0.0,1.0,4,2429,37.37,7.0,62.0,2.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,43,3.0,65
Defender,6,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,205.0,157.0,2.0,17.0,249.0,978.0,652.0,2.0,656.0,899.0,574.0,22.0,685.0,417.0,1.0,1.0,5,6162,40.27,7.0,11.0,3.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,82,5.0,153
Defender,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,89.0,150.0,1.0,29.0,104.0,195.0,100.0,0.0,369.0,452.0,314.0,37.0,209.0,102.0,2.0,0.0,12,2961,41.12,21.0,570.0,2.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,83,5.0,72
