Position,Goals,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Appearances
Defender,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,52.0,54.0,0.0,7.0,41.0,156.0,93.0,0.0,181.0,229.0,142.0,6.0,153.0,99.0,1.0,1.0,1,2052,46.64,2.0,4.0,1.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,33,3.0,44
Defender,20,7.0,8.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,78.0,277.0,480.0,8.0,48.0,296.0,542.0,284.0,1.0,1272.0,1308.0,1157.0,364.0,195.0,221.0,4.0,3.0,21,8930,32.36,36.0,742.0,12.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,2,194,29.0,276
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,46.0,64.0,0.0,2.0,46.0,107.0,56.0,0.0,138.0,142.0,122.0,11.0,62.0,43.0,0.0,0.0,2,1045,33.71,3.0,67.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,28,0.0,31
Midfielder,7,0.0,1.0,6.0,0.0,0.0,144.0,36.0,5.0,3.0,0.0,0.0,395.0,0.0,36.0,283.0,213.0,55.0,0.0,1011.0,987.0,706.0,259.0,130.0,165.0,0.0,5.0,8,8857,47.88,7.0,195.0,13.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,3,140,1.0,185
Midfielder,61,3.0,45.0,13.0,9.0,7.0,603.0,221.0,20.0,31.0,0.0,0.0,348.0,0.0,203.0,283.0,163.0,44.0,0.0,1015.0,863.0,1223.0,197.0,88.0,246.0,0.0,1.0,45,7752,27.3,68.0,1363.0,95.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,193,16.0,284
Midfielder,1,0.0,1.0,0.0,0.0,0.0,27.0,5.0,0.0,1.0,0.0,0.0,64.0,0.0,6.0,27.0,25.0,16.0,0.0,308.0,229.0,338.0,66.0,56.0,45.0,0.0,0.0,2,2169,45.19,2.0,28.0,4.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,89,0.0,48
Midfielder,5,1.0,2.0,2.0,0.0,0.0,60.0,15.0,2.0,4.0,0.0,0.0,132.0,0.0,25.0,100.0,63.0,33.0,0.0,415.0,417.0,486.0,76.0,72.0,118.0,0.0,0.0,4,2909,27.44,5.0,43.0,9.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,116,9.0,106
Midfielder,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,9.0,14.0,1.0,1.0,2.0,0.0,0.0,0,82,10.25,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,0.0,8
Midfielder,17,2.0,12.0,2.0,0.0,0.0,182.0,54.0,2.0,11.0,0.0,0.0,235.0,0.0,56.0,143.0,163.0,66.0,0.0,1019.0,576.0,658.0,129.0,154.0,168.0,0.0,1.0,11,6811,51.99,15.0,71.0,7.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,145,10.0,131
Midfielder,0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,1.0,0.0,0.0,0.0,93.0,0.0,7.0,34.0,56.0,26.0,0.0,154.0,186.0,165.0,53.0,21.0,16.0,0.0,1.0,0,1339,29.11,2.0,18.0,3.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,42,0.0,46
Forward,0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82,10.25,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,8
Forward,11,1.0,8.0,2.0,0.0,0.0,219.0,72.0,8.0,8.0,0.0,0.0,151.0,0.0,55.0,48.0,107.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2124,17.85,25.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,140,46.0,119
Forward,31,7.0,12.0,11.0,0.0,0.0,280.0,85.0,7.0,28.0,0.0,0.0,190.0,0.0,80.0,53.0,109.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2452,22.09,22.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,114,56.0,111
Forward,28,12.0,12.0,4.0,0.0,0.0,195.0,77.0,4.0,31.0,0.0,0.0,42.0,0.0,37.0,29.0,85.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1588,13.69,9.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,138,36.0,116
Forward,75,3.0,60.0,12.0,0.0,0.0,616.0,267.0,18.0,79.0,0.0,0.0,214.0,0.0,141.0,149.0,81.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,5491,15.87,61.0,952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,101,163.0,346
Forward,10,5.0,3.0,2.0,0.0,0.0,71.0,30.0,0.0,6.0,0.0,0.0,23.0,0.0,12.0,6.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,619,12.63,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,50,19.0,49
Forward,12,2.0,9.0,1.0,0.0,0.0,157.0,65.0,4.0,10.0,0.0,0.0,99.0,0.0,46.0,44.0,33.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3921,31.12,23.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,42,6.0,126
Forward,4,0.0,4.0,0.0,0.0,0.0,35.0,10.0,2.0,5.0,0.0,0.0,81.0,0.0,14.0,43.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1346,22.07,7.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,36,2.0,61
Forward,2,0.0,2.0,0.0,0.0,0.0,31.0,13.0,0.0,4.0,0.0,0.0,6.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,131,4.23,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,28,4.0,31
Forward,0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,113,10.27,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0,11
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,69.0,49.0,0.0,1.0,45.0,147.0,61.0,0.0,200.0,156.0,120.0,16.0,57.0,55.0,1.0,0.0,1,1434,43.45,1.0,16.0,2.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,39,1.0,33
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,78.0,42.0,0.0,0.0,65.0,197.0,67.0,1.0,178.0,126.0,114.0,7.0,66.0,67.0,0.0,1.0,1,1517,37.92,1.0,3.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,16,0.0,40
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,53.0,56.0,0.0,3.0,54.0,122.0,48.0,0.0,164.0,129.0,106.0,10.0,56.0,45.0,0.0,1.0,1,1386,53.31,1.0,17.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,28,3.0,26
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,66.0,0.0,7.0,37.0,74.0,35.0,0.0,135.0,147.0,115.0,18.0,32.0,37.0,0.0,1.0,1,1036,34.53,8.0,121.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,27,2.0,30
Midfielder,1,0.0,1.0,0.0,0.0,0.0,19.0,6.0,1.0,1.0,0.0,0.0,41.0,0.0,7.0,32.0,14.0,6.0,0.0,158.0,93.0,112.0,16.0,14.0,20.0,0.0,2.0,2,1592,49.75,7.0,108.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,32,1.0,32
Midfielder,1,0.0,1.0,0.0,0.0,0.0,19.0,3.0,1.0,0.0,0.0,0.0,60.0,0.0,7.0,43.0,37.0,11.0,0.0,131.0,117.0,116.0,10.0,28.0,13.0,0.0,0.0,1,1285,31.34,0.0,19.0,8.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,33,2.0,41
Midfielder,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,3.0,2.0,0.0,13.0,16.0,14.0,7.0,4.0,5.0,0.0,0.0,0,57,6.33,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,1.0,9
Midfielder,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,5.0,3.0,0.0,35.0,17.0,18.0,2.0,3.0,6.0,0.0,0.0,0,250,20.83,0.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,6,0.0,12
Midfielder,2,0.0,0.0,2.0,0.0,0.0,33.0,7.0,2.0,0.0,0.0,0.0,57.0,0.0,11.0,32.0,22.0,5.0,0.0,219.0,187.0,146.0,54.0,21.0,23.0,0.0,0.0,1,1882,43.77,4.0,57.0,9.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,22,0.0,43
Midfielder,0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,2.0,0.0,0.0,8.0,17.0,17.0,3.0,3.0,2.0,0.0,0.0,0,109,7.27,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1.0,15
Midfielder,0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,54.0,0.0,10.0,37.0,30.0,15.0,0.0,135.0,148.0,151.0,52.0,24.0,32.0,0.0,0.0,1,1113,46.38,1.0,3.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,26,2.0,24
Midfielder,2,0.0,2.0,0.0,0.0,0.0,48.0,10.0,2.0,0.0,0.0,0.0,105.0,0.0,12.0,80.0,63.0,35.0,0.0,260.0,278.0,207.0,78.0,55.0,30.0,0.0,1.0,2,1787,38.02,3.0,19.0,9.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,60,3.0,47
Midfielder,0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,26.0,14.0,3.0,0.0,45.0,60.0,64.0,2.0,7.0,21.0,0.0,0.0,0,419,22.05,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0.0,19
Forward,23,11.0,10.0,2.0,4.0,0.0,221.0,85.0,7.0,24.0,0.0,0.0,44.0,0.0,46.0,13.0,88.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1841,23.3,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,117,51.0,79
Forward,6,0.0,5.0,1.0,1.0,0.0,29.0,10.0,0.0,1.0,0.0,0.0,17.0,0.0,8.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,324,11.17,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,11.0,29
Forward,3,0.0,3.0,0.0,0.0,0.0,13.0,4.0,2.0,1.0,0.0,0.0,6.0,0.0,2.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,357,14.28,2.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,15,6.0,25
Forward,3,0.0,3.0,0.0,1.0,0.0,22.0,10.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,262,17.47,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,26,7.0,15
Midfielder,0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,2.0,0.0,0.0,62.0,0.0,9.0,36.0,23.0,10.0,0.0,176.0,133.0,169.0,22.0,17.0,41.0,0.0,0.0,1,1355,38.71,3.0,51.0,8.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,33,1.0,35
Midfielder,5,0.0,4.0,1.0,0.0,0.0,78.0,21.0,1.0,2.0,0.0,0.0,56.0,0.0,23.0,54.0,26.0,7.0,0.0,203.0,159.0,254.0,54.0,6.0,33.0,0.0,0.0,13,2341,40.36,12.0,183.0,24.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,29,10.0,58
Forward,3,1.0,2.0,0.0,0.0,0.0,20.0,9.0,1.0,2.0,0.0,0.0,14.0,0.0,6.0,6.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,193,6.66,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,23,7.0,29
Forward,1,0.0,0.0,1.0,0.0,0.0,20.0,5.0,1.0,0.0,0.0,0.0,15.0,0.0,6.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,190,10.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,2.0,19
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0,6198,29.37,0.0,0.0,0.0,1880.0,599.0,5.0,101.0,158.0,84.0,142.0,655.0,1718.0,11,0,0,0.0,211
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,769,27.46,0.0,0.0,0.0,202.0,94.0,2.0,15.0,20.0,11.0,19.0,110.0,269.0,0,0,0,0.0,28
Defender,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,16.0,39.0,0.0,2.0,15.0,28.0,17.0,0.0,75.0,96.0,90.0,8.0,24.0,42.0,1.0,0.0,1,792,52.8,1.0,46.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,11,1.0,15
Defender,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,39.0,69.0,0.0,2.0,52.0,180.0,88.0,1.0,222.0,237.0,140.0,19.0,130.0,73.0,0.0,1.0,1,2696,64.19,1.0,6.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,39,1.0,42
Defender,8,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,217.0,200.0,3.0,22.0,313.0,879.0,526.0,1.0,585.0,797.0,493.0,44.0,503.0,310.0,2.0,2.0,2,4435,26.4,1.0,6.0,2.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,129,5.0,168
Defender,11,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,82.0,297.0,457.0,3.0,22.0,585.0,1843.0,777.0,4.0,1587.0,1417.0,825.0,86.0,641.0,399.0,5.0,5.0,9,13240,44.58,5.0,59.0,9.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,3,239,3.0,297
Defender,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,53.0,68.0,0.0,3.0,50.0,76.0,44.0,0.0,248.0,153.0,156.0,9.0,59.0,51.0,0.0,0.0,1,1469,31.93,0.0,6.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,41,1.0,46
Defender,5,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,72.0,237.0,3.0,13.0,109.0,180.0,93.0,0.0,387.0,557.0,459.0,128.0,108.0,123.0,0.0,0.0,8,3104,49.27,15.0,164.0,7.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,86,2.0,63
Defender,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,127.0,255.0,1.0,16.0,248.0,365.0,197.0,1.0,615.0,513.0,423.0,32.0,201.0,153.0,1.0,1.0,9,4051,37.86,11.0,325.0,5.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,79,2.0,107
Midfielder,10,0.0,8.0,1.0,0.0,0.0,138.0,47.0,2.0,9.0,0.0,0.0,76.0,0.0,45.0,39.0,39.0,9.0,0.0,312.0,311.0,401.0,138.0,24.0,102.0,0.0,1.0,9,1920,14.55,13.0,263.0,10.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,36,12.0,132
Midfielder,6,1.0,3.0,2.0,0.0,0.0,89.0,27.0,1.0,1.0,0.0,0.0,71.0,0.0,28.0,32.0,23.0,10.0,0.0,279.0,218.0,216.0,44.0,39.0,44.0,0.0,0.0,10,2594,49.88,14.0,114.0,24.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,43,1.0,52
Midfielder,13,0.0,11.0,2.0,1.0,4.0,157.0,46.0,2.0,11.0,0.0,0.0,107.0,0.0,54.0,21.0,10.0,4.0,0.0,291.0,394.0,328.0,101.0,18.0,58.0,0.0,0.0,10,2913,42.22,21.0,429.0,41.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,62,6.0,69
Midfielder,17,2.0,13.0,2.0,0.0,1.0,220.0,70.0,5.0,13.0,0.0,0.0,425.0,0.0,75.0,261.0,169.0,45.0,0.0,1232.0,962.0,1124.0,284.0,69.0,184.0,0.0,0.0,37,5597,21.69,60.0,1593.0,33.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1,167,17.0,258
Midfielder,8,0.0,7.0,1.0,0.0,0.0,112.0,43.0,0.0,12.0,0.0,0.0,28.0,0.0,32.0,11.0,9.0,5.0,0.0,138.0,180.0,192.0,78.0,37.0,51.0,0.0,0.0,11,1083,19.0,9.0,67.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,6.0,57
Midfielder,1,0.0,1.0,0.0,0.0,0.0,13.0,4.0,0.0,1.0,0.0,0.0,50.0,0.0,6.0,47.0,28.0,10.0,0.0,106.0,86.0,96.0,5.0,17.0,17.0,0.0,0.0,2,900,24.32,2.0,8.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,24,0.0,37
Midfielder,0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,1.0,4.0,0.0,0.0,61.0,0.0,14.0,67.0,62.0,31.0,0.0,197.0,172.0,146.0,25.0,62.0,48.0,0.0,0.0,1,1260,30.0,3.0,110.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,34,0.0,42
Midfielder,0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,5.0,15.0,1.0,1.0,0.0,63.0,52.0,75.0,7.0,11.0,21.0,0.0,0.0,1,512,36.57,1.0,4.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,0.0,14
Midfielder,6,1.0,4.0,1.0,0.0,0.0,153.0,24.0,5.0,4.0,0.0,0.0,482.0,0.0,42.0,253.0,297.0,145.0,0.0,1022.0,1066.0,866.0,103.0,398.0,331.0,0.0,1.0,5,6181,50.66,3.0,27.0,15.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2,189,5.0,122
Midfielder,2,0.0,2.0,0.0,0.0,0.0,21.0,5.0,1.0,0.0,0.0,0.0,37.0,0.0,10.0,20.0,12.0,5.0,0.0,85.0,72.0,89.0,15.0,7.0,16.0,0.0,0.0,3,604,20.83,4.0,25.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,20,1.0,29
Midfielder,1,0.0,0.0,1.0,0.0,0.0,19.0,5.0,1.0,1.0,0.0,0.0,14.0,0.0,10.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,422,22.21,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,0.0,19
Midfielder,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0,37.0,30.0,7.0,0.0,198.0,141.0,113.0,21.0,17.0,24.0,0.0,1.0,0,1559,35.43,0.0,6.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,34,0.0,44
Forward,105,12.0,66.0,27.0,20.0,0.0,458.0,223.0,15.0,78.0,0.0,0.0,124.0,0.0,82.0,59.0,90.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,2961,13.9,50.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,3,179,195.0,213
Forward,8,5.0,3.0,0.0,1.0,0.0,42.0,17.0,2.0,9.0,0.0,0.0,14.0,0.0,5.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,580,14.87,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,30,15.0,39
Forward,21,4.0,3.0,13.0,0.0,0.0,133.0,56.0,2.0,17.0,0.0,0.0,38.0,0.0,39.0,11.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1327,11.34,15.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,80,30.0,117
Forward,41,6.0,29.0,6.0,1.0,0.0,275.0,114.0,5.0,22.0,0.0,0.0,240.0,0.0,60.0,137.0,96.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3435,19.3,26.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,182,46.0,178
Forward,0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,8.0,7.0,5.0,0.0,35.0,57.0,53.0,16.0,15.0,13.0,0.0,0.0,1,241,16.07,0.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2.0,15
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,789,27.21,0.0,0.0,0.0,124.0,51.0,1.0,15.0,14.0,7.0,17.0,144.0,150.0,1,0,2,0.0,29
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,1924,27.88,0.0,0.0,0.0,302.0,137.0,1.0,26.0,20.0,12.0,36.0,361.0,388.0,1,1,1,0.0,69
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,3401,25.01,0.0,0.0,0.0,1086.0,454.0,5.0,54.0,150.0,53.0,108.0,531.0,1243.0,10,2,5,0.0,136
Defender,14,11.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,61.0,145.0,184.0,4.0,27.0,278.0,924.0,528.0,2.0,837.0,1083.0,397.0,41.0,776.0,269.0,0.0,3.0,3,10554,66.38,13.0,3.0,11.0,737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,88,4.0,159
