Position,Goals,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Appearances
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,49.0,111.0,1.0,4.0,100.0,166.0,78.0,0.0,406.0,322.0,245.0,39.0,140.0,109.0,0.0,0.0,3,4387,60.1,2.0,68.0,2.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,58,1.0,73
Defender,4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,44.0,158.0,270.0,4.0,19.0,191.0,282.0,114.0,3.0,880.0,522.0,466.0,109.0,92.0,97.0,0.0,1.0,33,8312,54.33,40.0,655.0,8.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,80,11.0,153
Defender,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,29.0,69.0,134.0,0.0,10.0,125.0,362.0,205.0,1.0,419.0,428.0,201.0,21.0,233.0,94.0,0.0,2.0,0,5249,61.03,2.0,6.0,6.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,52,1.0,86
Defender,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0,69.0,158.0,1.0,27.0,114.0,184.0,64.0,1.0,546.0,264.0,319.0,57.0,31.0,73.0,0.0,1.0,26,5323,56.03,32.0,708.0,11.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,50,10.0,95
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,9.0,3.0,1.0,0.0,16.0,19.0,15.0,6.0,6.0,3.0,0.0,0.0,0,167,27.83,0.0,14.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5,0.0,6
Midfielder,3,1.0,2.0,0.0,0.0,0.0,29.0,8.0,0.0,1.0,0.0,0.0,126.0,0.0,11.0,67.0,43.0,17.0,0.0,292.0,293.0,242.0,19.0,99.0,69.0,0.0,0.0,5,3291,56.74,4.0,19.0,5.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,63,0.0,58
Midfielder,25,8.0,16.0,1.0,1.0,0.0,224.0,86.0,2.0,16.0,0.0,0.0,200.0,0.0,55.0,117.0,124.0,68.0,0.0,989.0,696.0,725.0,194.0,142.0,197.0,0.0,2.0,16,7603,42.01,15.0,67.0,13.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,84,15.0,181
Midfielder,55,1.0,38.0,8.0,17.0,4.0,496.0,151.0,7.0,14.0,0.0,0.0,803.0,0.0,174.0,437.0,423.0,126.0,0.0,1751.0,1843.0,2223.0,310.0,337.0,514.0,0.0,2.0,84,16171,30.0,46.0,2247.0,110.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,3,438,45.0,539
Midfielder,4,1.0,3.0,0.0,0.0,0.0,40.0,17.0,1.0,4.0,0.0,0.0,69.0,0.0,11.0,25.0,17.0,6.0,0.0,202.0,164.0,174.0,50.0,20.0,31.0,0.0,0.0,4,1760,39.11,6.0,12.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,35,1.0,45
Midfielder,30,1.0,22.0,7.0,1.0,2.0,344.0,99.0,9.0,16.0,0.0,0.0,673.0,0.0,98.0,437.0,336.0,130.0,0.0,1878.0,1182.0,1223.0,135.0,243.0,241.0,0.0,1.0,46,17932,52.43,49.0,792.0,129.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,2,299,29.0,342
Midfielder,16,0.0,14.0,2.0,0.0,0.0,237.0,65.0,8.0,11.0,0.0,0.0,188.0,0.0,87.0,133.0,75.0,25.0,0.0,566.0,707.0,704.0,344.0,76.0,131.0,0.0,3.0,22,4570,23.32,27.0,421.0,53.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,104,13.0,196
Midfielder,0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,7.0,2.0,5.0,3.0,0.0,0.0,0,47,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0.0,8
Midfielder,1,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,17.0,9.0,18.0,3.0,2.0,5.0,0.0,0.0,0,143,20.43,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0.0,7
Midfielder,7,0.0,0.0,7.0,0.0,2.0,56.0,20.0,1.0,2.0,0.0,0.0,23.0,0.0,25.0,11.0,11.0,5.0,0.0,85.0,87.0,92.0,17.0,6.0,22.0,0.0,0.0,0,575,18.55,4.0,35.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,12,1.0,31
Midfielder,22,1.0,3.0,18.0,0.0,3.0,187.0,64.0,4.0,10.0,0.0,0.0,70.0,0.0,50.0,43.0,15.0,8.0,0.0,446.0,330.0,467.0,121.0,16.0,48.0,0.0,0.0,18,3039,26.43,32.0,555.0,55.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,79,30.0,115
Forward,57,13.0,29.0,14.0,2.0,0.0,424.0,182.0,10.0,51.0,0.0,0.0,259.0,0.0,121.0,73.0,61.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,6222,35.15,50.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,206,60.0,177
Forward,86,11.0,52.0,23.0,0.0,0.0,445.0,190.0,13.0,65.0,0.0,0.0,226.0,0.0,92.0,97.0,53.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,6136,31.31,43.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,3,215,117.0,196
Forward,78,4.0,11.0,63.0,9.0,0.0,449.0,201.0,11.0,58.0,0.0,0.0,58.0,0.0,114.0,25.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,3357,27.29,41.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,63,65.0,123
Forward,0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,107,9.73,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,0.0,11
Forward,19,6.0,11.0,2.0,0.0,0.0,89.0,39.0,4.0,8.0,0.0,0.0,34.0,0.0,22.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,861,9.46,3.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,47,26.0,91
Forward,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,7.0,12.0,1.0,1.0,3.0,0.0,0.0,0,40,6.67,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6
Forward,16,0.0,8.0,8.0,0.0,0.0,127.0,50.0,4.0,20.0,0.0,0.0,56.0,0.0,35.0,22.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1585,23.66,13.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,84,9.0,67
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,2781,25.28,0.0,0.0,0.0,405.0,184.0,2.0,28.0,45.0,13.0,76.0,538.0,496.0,6,1,4,0.0,110
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2,2722,18.77,0.0,0.0,0.0,832.0,433.0,3.0,66.0,161.0,164.0,23.0,489.0,1385.0,6,1,4,0.0,145
Defender,12,6.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,30.0,221.0,255.0,3.0,20.0,206.0,757.0,413.0,5.0,634.0,661.0,443.0,29.0,314.0,273.0,0.0,0.0,6,5634,38.33,9.0,61.0,3.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,97,7.0,147
Defender,7,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,99.0,270.0,600.0,4.0,55.0,498.0,820.0,355.0,4.0,1592.0,1510.0,1104.0,239.0,446.0,292.0,2.0,6.0,29,15694,53.56,25.0,748.0,29.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,1,239,22.0,293
Defender,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,161.0,180.0,4.0,7.0,191.0,601.0,338.0,4.0,717.0,664.0,316.0,96.0,330.0,172.0,0.0,7.0,0,8950,54.91,5.0,18.0,2.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,45,3.0,163
Defender,0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,88.0,0.0,11.0,43.0,42.0,27.0,0.0,188.0,173.0,161.0,11.0,66.0,58.0,0.0,2.0,3,3066,74.78,5.0,101.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,35,4.0,41
Defender,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,31.0,63.0,0.0,7.0,70.0,147.0,88.0,0.0,342.0,226.0,144.0,8.0,127.0,79.0,0.0,0.0,3,4957,84.02,1.0,8.0,1.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,40,2.0,59
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,21.0,40.0,0.0,11.0,35.0,43.0,27.0,0.0,175.0,104.0,164.0,32.0,28.0,47.0,0.0,2.0,8,1999,54.03,7.0,176.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,32,1.0,37
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,40.0,0.0,3.0,21.0,16.0,12.0,0.0,99.0,104.0,79.0,37.0,19.0,22.0,0.0,0.0,0,1010,59.41,6.0,47.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,17,0.0,17
Defender,8,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,49.0,116.0,269.0,1.0,21.0,286.0,649.0,388.0,5.0,707.0,766.0,476.0,32.0,388.0,246.0,1.0,5.0,1,9366,68.87,3.0,7.0,8.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,118,1.0,136
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,0.0,18.0,31.0,14.0,0.0,38.0,25.0,34.0,6.0,11.0,20.0,0.0,0.0,0,728,56.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,0.0,13
Midfielder,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,6.0,0.0,0.0,0.0,0.0,0,30,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0.0,6
Midfielder,15,2.0,10.0,3.0,2.0,1.0,127.0,34.0,3.0,7.0,0.0,0.0,83.0,0.0,47.0,84.0,45.0,19.0,0.0,462.0,262.0,273.0,74.0,43.0,56.0,0.0,0.0,6,5854,57.39,12.0,143.0,36.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,45,2.0,102
Midfielder,3,1.0,2.0,0.0,0.0,0.0,25.0,9.0,0.0,0.0,0.0,0.0,53.0,0.0,4.0,27.0,32.0,19.0,0.0,235.0,177.0,147.0,33.0,59.0,31.0,0.0,0.0,2,2673,74.25,3.0,8.0,2.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,45,0.0,36
Midfielder,37,0.0,28.0,9.0,3.0,3.0,367.0,133.0,20.0,13.0,0.0,0.0,214.0,0.0,97.0,88.0,59.0,30.0,0.0,758.0,633.0,768.0,221.0,64.0,103.0,0.0,1.0,67,8407,53.89,97.0,1109.0,131.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,122,16.0,156
Midfielder,19,2.0,1.0,16.0,0.0,0.0,139.0,51.0,3.0,17.0,0.0,0.0,115.0,0.0,50.0,59.0,46.0,14.0,0.0,366.0,334.0,378.0,118.0,30.0,65.0,0.0,0.0,18,4015,38.24,21.0,192.0,13.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,63,4.0,105
Midfielder,18,2.0,14.0,2.0,0.0,0.0,217.0,63.0,3.0,11.0,0.0,0.0,549.0,0.0,50.0,353.0,415.0,267.0,0.0,1300.0,1338.0,1193.0,184.0,427.0,339.0,0.0,0.0,16,14806,65.8,24.0,69.0,75.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,4,324,4.0,225
Midfielder,7,1.0,1.0,5.0,0.0,0.0,50.0,22.0,1.0,3.0,0.0,0.0,25.0,0.0,11.0,10.0,4.0,1.0,0.0,52.0,99.0,96.0,40.0,13.0,29.0,0.0,0.0,3,819,19.5,3.0,38.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,1.0,42
Forward,86,6.0,55.0,25.0,1.0,0.0,545.0,222.0,20.0,72.0,0.0,0.0,256.0,0.0,155.0,125.0,52.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,8317,31.99,61.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1,297,95.0,260
Forward,42,8.0,22.0,12.0,2.0,0.0,227.0,122.0,7.0,58.0,0.0,0.0,56.0,0.0,38.0,25.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1830,17.77,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,79,59.0,103
Forward,180,18.0,127.0,34.0,26.0,0.0,996.0,411.0,34.0,126.0,0.0,0.0,150.0,0.0,230.0,73.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,6134,23.32,59.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,167,194.0,263
Forward,57,3.0,9.0,44.0,8.0,3.0,426.0,185.0,10.0,28.0,0.0,0.0,211.0,0.0,125.0,141.0,50.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,6019,30.25,80.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,117,45.0,199
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0,7009,22.32,0.0,0.0,0.0,1943.0,870.0,2.0,108.0,185.0,107.0,87.0,1205.0,2452.0,6,0,1,0.0,314
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,959,30.94,0.0,0.0,0.0,365.0,99.0,0.0,21.0,24.0,16.0,21.0,114.0,301.0,1,0,0,0.0,31
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,181,25.86,0.0,0.0,0.0,54.0,20.0,1.0,1.0,10.0,2.0,5.0,39.0,38.0,0,0,0,0.0,7
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,934,25.94,0.0,0.0,0.0,265.0,97.0,1.0,16.0,16.0,7.0,8.0,106.0,261.0,2,0,0,0.0,36
Defender,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,89.0,86.0,1.0,5.0,63.0,311.0,161.0,0.0,461.0,319.0,191.0,16.0,188.0,117.0,2.0,1.0,1,4419,53.24,5.0,4.0,3.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,53,0.0,83
Defender,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,35.0,92.0,1.0,3.0,102.0,226.0,88.0,0.0,281.0,229.0,123.0,23.0,75.0,42.0,1.0,0.0,0,1682,31.15,0.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,45,0.0,54
Defender,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,60.0,170.0,394.0,11.0,19.0,404.0,1073.0,560.0,3.0,872.0,1051.0,608.0,75.0,407.0,237.0,2.0,1.0,6,7835,39.18,11.0,137.0,13.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,155,3.0,200
Defender,8,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,32.0,195.0,191.0,3.0,23.0,233.0,639.0,396.0,0.0,871.0,895.0,433.0,107.0,494.0,202.0,0.0,1.0,7,7325,52.32,9.0,34.0,6.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,117,17.0,140
Defender,12,8.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,66.0,210.0,283.0,8.0,32.0,360.0,1287.0,670.0,0.0,897.0,1082.0,629.0,59.0,645.0,324.0,4.0,3.0,2,8092,36.95,3.0,63.0,7.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,192,14.0,219
Defender,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,58.0,140.0,0.0,14.0,130.0,383.0,213.0,0.0,358.0,351.0,264.0,26.0,154.0,113.0,1.0,1.0,1,3503,46.09,1.0,83.0,2.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,81,2.0,76
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,27.0,0.0,5.0,12.0,31.0,13.0,0.0,58.0,65.0,37.0,11.0,25.0,6.0,0.0,0.0,2,474,23.7,5.0,53.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,2.0,20
Defender,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,43.0,141.0,275.0,3.0,31.0,167.0,464.0,228.0,0.0,681.0,821.0,630.0,163.0,261.0,198.0,0.0,1.0,7,6663,42.44,14.0,425.0,9.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,1,138,7.0,157
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,51.0,80.0,3.0,5.0,65.0,110.0,49.0,0.0,175.0,151.0,135.0,24.0,31.0,46.0,1.0,1.0,1,1316,26.86,2.0,40.0,2.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,36,2.0,49
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,89.0,287.0,0.0,7.0,165.0,221.0,100.0,1.0,423.0,529.0,300.0,128.0,76.0,75.0,0.0,0.0,7,3019,39.21,8.0,179.0,3.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,46,3.0,77
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,11.0,0.0,1.0,12.0,12.0,9.0,0.0,28.0,24.0,37.0,1.0,5.0,17.0,0.0,1.0,0,279,27.9,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0.0,10
Defender,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,21.0,0.0,1.0,16.0,14.0,10.0,0.0,68.0,62.0,53.0,16.0,10.0,9.0,0.0,0.0,0,551,32.41,0.0,12.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,13,1.0,17
Midfielder,25,4.0,19.0,2.0,7.0,0.0,301.0,110.0,11.0,21.0,0.0,0.0,157.0,0.0,81.0,83.0,116.0,77.0,0.0,718.0,824.0,753.0,239.0,224.0,159.0,0.0,1.0,26,7139,63.74,21.0,105.0,68.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,190,13.0,112
Midfielder,51,2.0,7.0,42.0,2.0,8.0,362.0,133.0,11.0,29.0,0.0,0.0,196.0,0.0,99.0,132.0,63.0,5.0,0.0,1084.0,616.0,890.0,173.0,22.0,68.0,0.0,1.0,52,11379,43.43,68.0,1099.0,89.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,134,102.0,262
Midfielder,18,2.0,15.0,1.0,1.0,0.0,178.0,69.0,6.0,18.0,0.0,0.0,130.0,0.0,53.0,52.0,34.0,4.0,0.0,336.0,358.0,526.0,96.0,19.0,100.0,0.0,0.0,10,3536,26.59,18.0,121.0,30.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,140,20.0,133
Midfielder,2,0.0,1.0,1.0,0.0,0.0,45.0,16.0,0.0,1.0,0.0,0.0,34.0,0.0,14.0,20.0,12.0,4.0,0.0,140.0,101.0,213.0,32.0,13.0,49.0,0.0,1.0,4,1111,24.69,8.0,88.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,42,4.0,45
Midfielder,1,0.0,1.0,0.0,0.0,0.0,57.0,12.0,3.0,1.0,0.0,0.0,89.0,0.0,13.0,54.0,35.0,9.0,0.0,339.0,205.0,250.0,50.0,12.0,32.0,0.0,1.0,1,2437,52.98,4.0,76.0,6.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,67,2.0,46
Midfielder,8,0.0,8.0,0.0,4.0,1.0,47.0,19.0,3.0,4.0,0.0,0.0,24.0,0.0,9.0,11.0,14.0,9.0,0.0,75.0,57.0,76.0,15.0,3.0,11.0,0.0,0.0,7,871,58.07,3.0,87.0,8.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,10,2.0,15
Midfielder,3,0.0,3.0,0.0,0.0,0.0,43.0,20.0,0.0,2.0,0.0,0.0,22.0,0.0,11.0,7.0,6.0,1.0,0.0,94.0,111.0,141.0,27.0,8.0,26.0,0.0,0.0,6,722,21.24,6.0,100.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,14,2.0,34
Midfielder,6,0.0,2.0,4.0,0.0,0.0,134.0,35.0,3.0,7.0,0.0,0.0,491.0,0.0,46.0,337.0,406.0,255.0,0.0,1583.0,1196.0,1009.0,235.0,343.0,239.0,0.0,1.0,19,12463,59.92,11.0,92.0,26.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,3,234,14.0,208
Midfielder,6,0.0,4.0,2.0,0.0,0.0,48.0,17.0,0.0,3.0,0.0,0.0,69.0,0.0,17.0,62.0,62.0,39.0,0.0,259.0,288.0,224.0,38.0,94.0,69.0,0.0,1.0,1,1926,32.64,2.0,22.0,4.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,59,1.0,59
